969140360237.explainer.xml,explainer_id,969140360237
969140360237.explainer.xml,seo_meta_description,"In this explainer, we will learn how to solve equations involving the absolute value."
969140360237.explainer.xml,source_id,
969140360237.explainer.xml,developer_name,Rhodri Jones
972198025105.explainer.xml,explainer_id,972198025105
972198025105.explainer.xml,seo_meta_description,"In this explainer, we will learn how to identify different
    tools for the measurement of fundamental physical quantities."
972198025105.explainer.xml,source_id,
972198025105.explainer.xml,developer_name,Simeon Every
973130769145.explainer.xml,explainer_id,973130769145
973130769145.explainer.xml,seo_meta_description,
973130769145.explainer.xml,source_id,816154794708
973130769145.explainer.xml,developer_name,Graham Ely
973145156531.explainer.xml,explainer_id,973145156531
973145156531.explainer.xml,seo_meta_description,
973145156531.explainer.xml,source_id,230191639106
973145156531.explainer.xml,developer_name,Sarah Garry
974125905106.explainer.xml,explainer_id,974125905106
974125905106.explainer.xml,seo_meta_description,"In this explainer, we will learn how to find geometric means between two nonconsecutive terms of a geometric sequence."
974125905106.explainer.xml,source_id,872143063508
974125905106.explainer.xml,developer_name,Seungly Oh
979165921053.explainer.xml,explainer_id,979165921053
979165921053.explainer.xml,seo_meta_description,"In this explainer, we will learn how to construct and calculate the equilibrium constant for concentration."
979165921053.explainer.xml,source_id,187172546121
979165921053.explainer.xml,developer_name,Harry Shuttleworth
980162532502.explainer.xml,explainer_id,980162532502
980162532502.explainer.xml,seo_meta_description,"In this explainer, we will learn how to define, determine, 
    and convert between a compound’s empirical and molecular formulas."
980162532502.explainer.xml,source_id,706193561646
980162532502.explainer.xml,developer_name,Fallon Simpson
985161036067.explainer.xml,explainer_id,985161036067
985161036067.explainer.xml,seo_meta_description,"In this explainer, we will learn how to find the probability of a simple event."
985161036067.explainer.xml,source_id,853160946083
985161036067.explainer.xml,developer_name,Anita Piatek
985195836913.explainer.xml,explainer_id,985195836913
985195836913.explainer.xml,seo_meta_description,"In this explainer, we will learn how to work out 
    𝑛th roots of integers, where 𝑛 is a positive integer greater than or 
    equal to 2."
985195836913.explainer.xml,source_id,853160946083
985195836913.explainer.xml,developer_name,
989130863985.explainer.xml,explainer_id,989130863985
989130863985.explainer.xml,seo_meta_description,"In this explainer, we will learn how to calculate the displacement or acceleration of a particle moving 
    in a straight line from its velocity–time graph."
989130863985.explainer.xml,source_id,585152746587
989130863985.explainer.xml,developer_name,
